   0.00000000       0.00000000    
   34.4827576       0.00000000    
   68.9655151       0.00000000    
   103.448273       0.00000000    
   137.931030       0.00000000    
   172.413788       0.00000000    
   206.896545       0.00000000    
   241.379303       0.00000000    
   275.862061       0.00000000    
   310.344818       0.00000000    
   344.827576       0.00000000    
   379.310333       0.00000000    
   413.793091       1.00000000    
   448.275848       1.00000000    
   482.758606       1.00000000    
   517.241333       1.00000000    
   551.724121       1.00000000    
   586.206909       1.00000000    
   620.689636       0.00000000    
   655.172363       0.00000000    
   689.655151       0.00000000    
   724.137939       0.00000000    
   758.620667       0.00000000    
   793.103394       0.00000000    
   827.586182       0.00000000    
   862.068970       0.00000000    
   896.551697       0.00000000    
   931.034424       0.00000000    
   965.517212       0.00000000    
   1000.00000       0.00000000    
   0.00000000       0.00000000    
   34.4827576       5.79433254E-05
   68.9655151       2.23854542E-04
   103.448273       7.56990223E-04
   137.931030       2.34923465E-03
   172.413788       6.67637400E-03
   206.896545       1.72831286E-02
   241.379303       4.05260101E-02
   275.862061       8.56083930E-02
   310.344818      0.162149802    
   344.827576      0.274483085    
   379.310333      0.414879978    
   413.793091      0.561147511    
   448.275848      0.682585716    
   482.758606      0.751265645    
   517.241333      0.751265645    
   551.724121      0.682585657    
   586.206909      0.561147511    
   620.689636      0.414879948    
   655.172363      0.274483114    
   689.655151      0.162149787    
   724.137939       8.56083483E-02
   758.620667       4.05260026E-02
   793.103394       1.72831286E-02
   827.586182       6.67637400E-03
   862.068970       2.34923465E-03
   896.551697       7.56990223E-04
   931.034424       2.23854528E-04
   965.517212       5.79433217E-05
   1000.00000       0.00000000    
   0.00000000       0.00000000    
   34.4827576       1.90833455E-03
   68.9655151       4.90339100E-03
   103.448273       1.03855198E-02
   137.931030       2.03313679E-02
   172.413788       3.74167971E-02
   206.896545       6.48641288E-02
   241.379303      0.105874583    
   275.862061      0.162605867    
   310.344818      0.234865651    
   344.827576      0.318959057    
   379.310333      0.407267064    
   413.793091      0.489020944    
   448.275848      0.552326322    
   482.758606      0.586943090    
   517.241333      0.586943090    
   551.724121      0.552326262    
   586.206909      0.489020795    
   620.689636      0.407267034    
   655.172363      0.318959057    
   689.655151      0.234865636    
   724.137939      0.162605867    
   758.620667      0.105874583    
   793.103394       6.48641139E-02
   827.586182       3.74167822E-02
   862.068970       2.03313548E-02
   896.551697       1.03855124E-02
   931.034424       4.90338914E-03
   965.517212       1.90833420E-03
   1000.00000       0.00000000    
   0.00000000       0.00000000    
   34.4827576       6.90091960E-03
   68.9655151       1.55409053E-02
   103.448273       2.77266856E-02
   137.931030       4.53329086E-02
   172.413788       7.01800063E-02
   206.896545      0.103763230    
   241.379303      0.146851316    
   275.862061      0.199032634    
   310.344818      0.258337140    
   344.827576      0.321090788    
   379.310333      0.382130116    
   413.793091      0.435424209    
   448.275848      0.475026995    
   482.758606      0.496160656    
   517.241333      0.496160656    
   551.724121      0.475027025    
   586.206909      0.435424238    
   620.689636      0.382130116    
   655.172363      0.321090847    
   689.655151      0.258337200    
   724.137939      0.199032679    
   758.620667      0.146851331    
   793.103394      0.103763245    
   827.586182       7.01800138E-02
   862.068970       4.53329012E-02
   896.551697       2.77266782E-02
   931.034424       1.55408997E-02
   965.517212       6.90091541E-03
   1000.00000       0.00000000    
   0.00000000       0.00000000    
   34.4827576       1.27782160E-02
   68.9655151       2.72266511E-02
   103.448273       4.49312702E-02
   137.931030       6.72849789E-02
   172.413788       9.53398347E-02
   206.896545      0.129624590    
   241.379303      0.169951990    
   275.862061      0.215263978    
   310.344818      0.263566256    
   344.827576      0.312004298    
   379.310333      0.357105613    
   413.793091      0.395173758    
   448.275848      0.422789633    
   482.758606      0.437314928    
   517.241333      0.437314928    
   551.724121      0.422789574    
   586.206909      0.395173728    
   620.689636      0.357105523    
   655.172363      0.312004238    
   689.655151      0.263566256    
   724.137939      0.215264022    
   758.620667      0.169952050    
   793.103394      0.129624590    
   827.586182       9.53398645E-02
   862.068970       6.72849938E-02
   896.551697       4.49312814E-02
